what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291983154406
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1291983195984
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1291983199203
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1291983275718
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1291983354796
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1291983358859
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1291983361875
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineStart,1291983373828
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1291983384859
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineStart,1291983385546
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineStart,1291983385937
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineEnd,1291983389140
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1291983389765
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1291983484218
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291983500921
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291983542031
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291983567796
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291983571093
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291983606343
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291983607390
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291983832843
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291983840312
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291983841453
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291983842125
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291983847593
