what,kind,bundleId,bundleVersion,description,time
no handler,command,org.eclipse.gef,,org.eclipse.gef.zoom_out,1291939402218
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1291939407750
activated,editor,org.eclipse.jst.jsp.ui,1.1.312.v200901290909,org.eclipse.jst.jsp.core.jspsource.source,1291939410234
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1291939419156
started,bundle,org.eclipse.mylyn.java.tasks,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.tasks,1291939419671
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1291939420296
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1291939461218
activated,editor,org.eclipse.jst.jsp.ui,1.1.312.v200901290909,org.eclipse.jst.jsp.core.jspsource.source,1291939464031
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291939620718
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291939620734
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291939620812
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291940143546
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291940144656
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291940145500
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291940146968
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291940148890
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291940150453
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291940155859
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291940157343
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291940157640
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1291940159890
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1291940160328
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1291940162031
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1291940164968
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1291940167875
